"seqnames"	"start"	"end"	"width"	"strand"	"CLL1_0d_CD4"	"CLL1_3d_CD4"	"CLL2_0d_CD4"	"CLL2_3d_CD4"	"CLL2_8d_CD4"	"CLL2_30d_CD4"	"CLL2_120d_CD4"	"CLL4_0d_CD4"	"CLL4_2d_CD4"	"CLL4_3d_CD4"	"CLL5_0d_CD4"	"CLL5_1d_CD4"	"CLL5_2d_CD4"	"CLL5_3d_CD4"	"CLL5_8d_CD4"	"CLL5_30d_CD4"	"CLL5_150d_CD4"	"CLL5_240d_CD4"	"CLL6_30d_CD4"	"CLL6_120d_CD4"	"CLL6_280d_CD4"	"CLL7_0d_CD4"	"CLL7_1d_CD4"	"CLL7_3d_CD4"	"CLL7_8d_CD4"	"CLL7_30d_CD4"	"CLL7_150d_CD4"	"CLL8_0d_CD4"	"CLL8_3d_CD4"	"consensusIDs"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"	"0"	"3"	"8"	"30"	"120"
"5221"	"chr16"	30797715	30798479	765	"*"	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	"consensus_6899"	"Promoter"	16	30789770	30798523	8754	2	"23361"	"uc002dzs.1"	44	"ENSG00000102870"	"ZNF629"	"zinc finger protein 629"	0.166666666666667	0.8	0.666666666666667	0.5	0.5
"5243"	"chr16"	31438829	31439347	519	"*"	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_6931"	"Promoter"	16	31439052	31439749	698	2	"1339"	"uc002ebx.2"	402	"ENSG00000156885"	"COX6A2"	"cytochrome c oxidase subunit 6A2"	0.166666666666667	0.8	0.333333333333333	0.75	0.5
"5261"	"chr16"	48190635	48191003	369	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_6959"	"Promoter"	16	48167598	48189929	22332	2	"94160"	"uc010vgj.1"	-706	"ENSG00000140798"	"ABCC12"	"ATP binding cassette subfamily C member 12"	0.166666666666667	0.9	0.666666666666667	0.75	0.833333333333333
"5435"	"chr16"	73091623	73092430	808	"*"	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	"consensus_7191"	"Promoter"	16	72816786	73092534	275749	2	"463"	"uc002fcl.3"	104	"ENSG00000140836"	"ZFHX3"	"zinc finger homeobox 3"	0.166666666666667	0.7	0	0.25	0.166666666666667
"5505"	"chr16"	88536022	88536474	453	"*"	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	"consensus_7286"	"Promoter"	16	88535326	88535439	114	1	"100847057"	"uc031qxh.1"	696	"ENSG00000263456"	"MIR5189"	"microRNA 5189"	0.166666666666667	0.8	1	0.5	0.166666666666667
"5545"	"chr16"	90085752	90086240	489	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	"consensus_7345"	"Promoter"	16	90086069	90111379	25311	1	"2622"	"uc002fqh.2"	0	"ENSG00000141013"	"GAS8"	"growth arrest specific 8"	0.166666666666667	0.7	0.666666666666667	0.5	0.666666666666667
"5684"	"chr17"	7492603	7492988	386	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	"consensus_7523"	"Promoter"	17	7491498	7493390	1893	2	"6665"	"uc002ghy.1"	402	"ENSG00000129194"	"SOX15"	"SRY-box transcription factor 15"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"5727"	"chr17"	10101409	10102653	1245	"*"	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	"consensus_7579"	"Promoter"	17	9813926	10101868	287943	2	"8522"	"uc002gmg.1"	0	"ENSG00000007237"	"GAS7"	"growth arrest specific 7"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"5826"	"chr17"	26732705	26733420	716	"*"	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	"consensus_7696"	"Promoter"	17	26721661	26733230	11570	2	"113235"	"uc002hbf.2"	0	"ENSG00000076351"	"SLC46A1"	"solute carrier family 46 member 1"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"5906"	"chr17"	34058349	34059186	838	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	"consensus_7804"	"Promoter"	17	34058679	34070540	11862	1	"91608"	"uc002hju.3"	0	"ENSG00000270885"	"RASL10B"	"RAS like family 10 member B"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"5926"	"chr17"	36584413	36585141	729	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	"consensus_7831"	"Promoter"	17	36584720	36668628	83909	1	"57636"	"uc021twd.1"	0	"ENSG00000275832"	"ARHGAP23"	"Rho GTPase activating protein 23"	0.166666666666667	0.8	0.666666666666667	0.25	0.833333333333333
"6068"	"chr17"	42836007	42836917	911	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	"consensus_8004"	"Promoter"	17	42836568	42859214	22647	1	"4185"	"uc002ihh.3"	0	"ENSG00000073670"	"ADAM11"	"ADAM metallopeptidase domain 11"	0.166666666666667	0.8	0.666666666666667	0.5	0.666666666666667
"6094"	"chr17"	44895951	44896503	553	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	"consensus_8036"	"Promoter"	17	44839872	44896126	56255	2	"7473"	"uc002ikv.3"	0	"ENSG00000108379"	"WNT3"	"Wnt family member 3"	0.166666666666667	0.7	0.666666666666667	0.75	0.666666666666667
"6229"	"chr17"	59488171	59488547	377	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_8211"	"Promoter"	17	59489112	59490641	1530	1	"388407"	"uc002izh.1"	-565	"ENSG00000187013"	"C17orf82"	"chromosome 17 open reading frame 82"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"6357"	"chr17"	73996522	73996882	361	"*"	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	"consensus_8383"	"Promoter"	17	73996987	74002080	5094	1	"1018"	"uc010dgt.3"	-105	"ENSG00000250506"	"CDK3"	"cyclin dependent kinase 3"	0.166666666666667	0.7	0.333333333333333	0.5	0.5
"6382"	"chr17"	75315168	75315765	598	"*"	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_8422"	"Promoter"	17	75315597	75496678	181082	1	"10801"	"uc002jtu.4"	0	"ENSG00000184640"	"SEPTIN9"	"septin 9"	0.166666666666667	0.8	1	0.5	0.833333333333333
"6449"	"chr17"	79884538	79884874	337	"*"	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	"consensus_8507"	"Promoter"	17	79876145	79885587	9443	2	"4097"	"uc002kcn.3"	713	"ENSG00000197063"	"MAFG"	"MAF bZIP transcription factor G"	0.166666666666667	0.7	0.666666666666667	0	0.333333333333333
"6505"	"chr18"	8367211	8367619	409	"*"	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	"consensus_8586"	"Promoter"	18	8360818	8367032	6215	2	"100192426"	"uc010wzm.1"	-179	"ENSG00000266149"	"LOC100192426"	"uncharacterized LOC100192426"	0.166666666666667	0.7	0.666666666666667	0.25	0.5
"6521"	"chr18"	12307887	12308828	942	"*"	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	"consensus_8609"	"Promoter"	18	12308240	12326568	18329	1	"84617"	"uc002kqv.3"	0	"ENSG00000176014"	"TUBB6"	"tubulin beta 6 class V"	0.166666666666667	0.7	0.333333333333333	0	0.166666666666667
"6564"	"chr18"	29077684	29078550	867	"*"	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	"consensus_8672"	"Promoter"	18	29078027	29128814	50788	1	"1829"	"uc002kwu.4"	0	"ENSG00000046604"	"DSG2"	"desmoglein 2"	0.166666666666667	0.7	0.333333333333333	0.5	0.333333333333333
"6727"	"chr19"	1248326	1248672	347	"*"	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	"consensus_8927"	"Promoter"	19	1248552	1259142	10591	1	"90007"	"uc002lrp.3"	0	"ENSG00000167470"	"MIDN"	"midnolin"	0	0.7	0.666666666666667	0.5	0.333333333333333
"6781"	"chr19"	3028890	3029462	573	"*"	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	"consensus_8996"	"Promoter"	19	2997636	3029165	31530	2	"7089"	"uc002lww.3"	0	"ENSG00000065717"	"TLE2"	"TLE family member 2, transcriptional corepressor"	0	0.7	0.666666666666667	0.5	0.666666666666667
"6871"	"chr19"	7570786	7571632	847	"*"	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	"consensus_9114"	"Promoter"	19	7570403	7571586	1184	1	"374877"	"uc010xjo.1"	383	"ENSG00000198723"	"TEX45"	"testis expressed 45"	0.166666666666667	0.7	0.666666666666667	0.75	0.666666666666667
"6978"	"chr19"	12162974	12164045	1072	"*"	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_9252"	"Promoter"	19	12154620	12163782	9163	2	"729747"	"uc021upl.1"	0	"ENSG00000257446"	"ZNF878"	"zinc finger protein 878"	0.166666666666667	0.8	1	0.5	0.666666666666667
"6983"	"chr19"	12266615	12267809	1195	"*"	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	"consensus_9258"	"Promoter"	19	12242168	12267546	25379	2	"100529855"	"uc002mtg.2"	0	NA	"ZNF625-ZNF20"	"ZNF625-ZNF20 readthrough (NMD candidate)"	0	0.7	0.666666666666667	0.75	0.5
"7102"	"chr19"	17982780	17983741	962	"*"	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_9426"	"Promoter"	19	17982782	18005983	23202	1	"6528"	"uc002nhr.4"	0	"ENSG00000105641"	"SLC5A5"	"solute carrier family 5 member 5"	0.166666666666667	0.7	0.666666666666667	0.5	0.666666666666667
"7170"	"chr19"	21665622	21666203	582	"*"	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	"consensus_9510"	"Promoter"	19	21666176	21682696	16521	1	"400680"	"uc002nqa.3"	0	"ENSG00000268658"	"LINC00664"	"long intergenic non-protein coding RNA 664"	0.166666666666667	0.9	1	0.75	0.666666666666667
"7226"	"chr19"	35626210	35626661	452	"*"	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_9582"	"Promoter"	19	35621991	35626178	4188	2	"163175"	"uc002nya.3"	-32	"ENSG00000153902"	"LGI4"	"leucine rich repeat LGI family member 4"	0.166666666666667	1	1	0.5	0.666666666666667
"7240"	"chr19"	36164043	36164791	749	"*"	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_9601"	"Promoter"	19	36158850	36164193	5344	2	"100862728"	"uc002oax.1"	0	"ENSG00000226510"	"UPK1A-AS1"	"UPK1A antisense RNA 1"	0.166666666666667	0.8	1	0.75	0.833333333333333
"7375"	"chr19"	41882184	41882779	596	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	"consensus_9762"	"Promoter"	19	41882438	41930910	48473	1	"593"	"uc002oqm.4"	0	"ENSG00000248098"	"BCKDHA"	"branched chain keto acid dehydrogenase E1 subunit alpha"	0.166666666666667	0.7	0.666666666666667	0.5	0.666666666666667
"7382"	"chr19"	42386973	42387476	504	"*"	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	"consensus_9771"	"Promoter"	19	42387267	42400870	13604	1	"9138"	"uc002orw.1"	0	"ENSG00000076928"	"ARHGEF1"	"Rho guanine nucleotide exchange factor 1"	0.166666666666667	0.8	0.666666666666667	0.25	0.666666666666667
"7443"	"chr19"	45430356	45430705	350	"*"	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	"consensus_9847"	"Promoter"	19	45430060	45434643	4584	1	"342"	"uc021uvm.1"	296	"ENSG00000214855"	"APOC1P1"	"apolipoprotein C1 pseudogene 1"	0	0.8	0.666666666666667	0.5	0.5
"7567"	"chr19"	49925610	49926030	421	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	"consensus_10015"	"Promoter"	19	49925671	49926698	1028	2	"113091"	"uc002pnn.1"	668	"ENSG00000142538"	"PTH2"	"parathyroid hormone 2"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"7576"	"chr19"	50016072	50017077	1006	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_10028"	"Promoter"	19	50016436	50029685	13250	1	"2217"	"uc002pog.2"	0	"ENSG00000104870"	"FCGRT"	"Fc fragment of IgG receptor and transporter"	0.166666666666667	1	0.666666666666667	0.5	0.833333333333333
"7782"	"chr2"	946093	946896	804	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	"consensus_10295"	"Promoter"	2	946554	1157357	210804	1	"54221"	"uc002qwp.3"	0	"ENSG00000172554"	"SNTG2"	"syntrophin gamma 2"	0.166666666666667	0.8	0.333333333333333	0.75	0.333333333333333
"8164"	"chr2"	88469532	88470082	551	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_10802"	"Promoter"	2	88469814	88486156	16343	1	"55258"	"uc002ssw.4"	0	"ENSG00000144115"	"THNSL2"	"threonine synthase like 2"	0.166666666666667	0.7	0.666666666666667	0.75	0.833333333333333
"8225"	"chr2"	102803806	102804641	836	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	"consensus_10883"	"Promoter"	2	102803466	102855811	52346	1	"8808"	"uc002tbt.3"	340	"ENSG00000115598"	"IL1RL2"	"interleukin 1 receptor like 2"	0.166666666666667	0.8	0.666666666666667	0.5	0.666666666666667
"8248"	"chr2"	111489924	111490722	799	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	"consensus_10918"	"Promoter"	2	111490150	111875799	385650	1	"55289"	"uc010yxk.1"	0	"ENSG00000153093"	"ACOXL"	"acyl-CoA oxidase like"	0.166666666666667	0.7	0.666666666666667	0.5	0.666666666666667
"8361"	"chr2"	159824858	159825816	959	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	"consensus_11082"	"Promoter"	2	159825146	160035674	210529	1	"85461"	"uc010fol.1"	0	"ENSG00000115183"	"TANC1"	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1"	0.166666666666667	0.7	0.666666666666667	0.5	0.166666666666667
"8366"	"chr2"	160654325	160654883	559	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	"consensus_11088"	"Promoter"	2	160625139	160654766	29628	2	"9936"	"uc002uba.3"	0	"ENSG00000241399"	"CD302"	"CD302 molecule"	0.166666666666667	0.8	0.333333333333333	0.5	0.333333333333333
"8389"	"chr2"	170218899	170219469	571	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	"consensus_11123"	"Promoter"	2	169983619	170219122	235504	2	"4036"	"uc002ues.3"	0	"ENSG00000081479"	"LRP2"	"LDL receptor related protein 2"	0.166666666666667	0.8	0	0.25	0.666666666666667
"8555"	"chr2"	207307907	207308837	931	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	"consensus_11348"	"Promoter"	2	207308368	207485854	177487	1	"8745"	"uc002vbq.4"	0	"ENSG00000114948"	"ADAM23"	"ADAM metallopeptidase domain 23"	0.166666666666667	0.8	0.666666666666667	0.5	0.666666666666667
"8585"	"chr2"	218621244	218621662	419	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	"consensus_11395"	"Promoter"	2	218148746	218621316	472571	2	"729582"	"uc002vgo.3"	0	NA	"DIRC3"	"disrupted in renal carcinoma 3"	0.166666666666667	0.8	0.666666666666667	0.75	0.5
"8691"	"chr2"	236402331	236402985	655	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	"consensus_11542"	"Promoter"	2	236402733	236761846	359114	1	"116987"	"uc021vyp.1"	0	"ENSG00000157985"	"AGAP1"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	0.166666666666667	0.7	0.666666666666667	0.5	0.333333333333333
"8719"	"chr2"	242003230	242003831	602	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	"consensus_11590"	"Promoter"	2	242003429	242033643	30215	1	"25992"	"uc002waj.1"	0	"ENSG00000162804"	"SNED1"	"sushi, nidogen and EGF like domains 1"	0.166666666666667	0.9	0.666666666666667	0.5	0.833333333333333
"8802"	"chr20"	6103490	6103997	508	"*"	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	"consensus_11702"	"Promoter"	20	6055492	6104191	48700	2	"55612"	"uc002wmr.3"	194	"ENSG00000101311"	"FERMT1"	"fermitin family member 1"	0.166666666666667	0.7	0	0.25	0.333333333333333
"8942"	"chr20"	35974084	35975205	1122	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_11892"	"Promoter"	20	35974557	36033821	59265	1	"6714"	"uc002xgy.3"	0	"ENSG00000197122"	"SRC"	"SRC proto-oncogene, non-receptor tyrosine kinase"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"8961"	"chr20"	39969180	39969595	416	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_11914"	"Promoter"	20	39969560	39989222	19663	1	"64900"	"uc002xjx.3"	0	"ENSG00000132793"	"LPIN3"	"lipin 3"	0.166666666666667	1	0.666666666666667	0.75	0.833333333333333
"8997"	"chr20"	44650277	44651042	766	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	"consensus_11964"	"Promoter"	20	44650329	44688789	38461	1	"57468"	"uc010zxl.1"	0	"ENSG00000124140"	"SLC12A5"	"solute carrier family 12 member 5"	0.166666666666667	0.8	0.666666666666667	0.25	0.833333333333333
"9036"	"chr20"	50383616	50384521	906	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	"consensus_12013"	"Promoter"	20	50213314	50384908	171595	2	"10079"	"uc002xwg.1"	387	"ENSG00000054793"	"ATP9A"	"ATPase phospholipid transporting 9A (putative)"	0.166666666666667	0.7	0	0.5	0.5
"9038"	"chr20"	51588549	51589206	658	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	"consensus_12018"	"Promoter"	20	51588946	52111869	522924	1	"128553"	"uc002xwo.3"	0	"ENSG00000182463"	"TSHZ2"	"teashirt zinc finger homeobox 2"	0.166666666666667	0.7	0.666666666666667	0.5	0.333333333333333
"9102"	"chr20"	62130138	62130765	628	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_12120"	"Promoter"	20	62119365	62130668	11304	2	"1917"	"uc002yfe.2"	0	"ENSG00000101210"	"EEF1A2"	"eukaryotic translation elongation factor 1 alpha 2"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"9124"	"chr20"	62680327	62681029	703	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	"consensus_12152"	"Promoter"	20	62679079	62680979	1901	2	"54345"	"uc002yhs.3"	0	"ENSG00000203883"	"SOX18"	"SRY-box transcription factor 18"	0.166666666666667	0.7	0.666666666666667	0.25	0.5
"9201"	"chr21"	38378594	38379497	904	"*"	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	"consensus_12262"	"Promoter"	21	38378863	38391958	13096	1	"53820"	"uc002yvv.3"	0	"ENSG00000183145"	"RIPPLY3"	"ripply transcriptional repressor 3"	0.166666666666667	0.8	0.333333333333333	0.5	0.166666666666667
"9301"	"chr22"	18957708	18958347	640	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	"consensus_12403"	"Promoter"	22	18958011	18982142	24132	1	"26220"	"uc021wku.1"	0	"ENSG00000273032"	"DGCR5"	"DiGeorge syndrome critical region gene 5"	0.166666666666667	0.8	0.666666666666667	0.25	0.166666666666667
"9356"	"chr22"	22901530	22901890	361	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_12480"	"Promoter"	22	22890123	22901550	11428	2	"23532"	"uc002zwg.3"	0	"ENSG00000185686"	"PRAME"	"preferentially expressed antigen in melanoma"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"9374"	"chr22"	24384069	24384913	845	"*"	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_12501"	"Promoter"	22	24376139	24384284	8146	2	"2952"	"uc002zze.4"	0	"ENSG00000277656"	"GSTT1"	"glutathione S-transferase theta 1"	0.166666666666667	0.8	1	0.5	0.833333333333333
"9422"	"chr22"	31002772	31003395	624	"*"	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	"consensus_12566"	"Promoter"	22	30972612	31003000	30389	2	"23481"	"uc003ain.1"	0	"ENSG00000100029"	"PES1"	"pescadillo ribosomal biogenesis factor 1"	0.166666666666667	0.7	1	0.5	0.5
"9492"	"chr22"	38070974	38071347	374	"*"	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	"consensus_12660"	"Promoter"	22	38071613	38075809	4197	1	"3956"	"uc003atn.3"	-266	"ENSG00000100097"	"LGALS1"	"galectin 1"	0.166666666666667	0.7	0.333333333333333	0.75	0.666666666666667
"9525"	"chr22"	39417028	39417243	216	"*"	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	"consensus_12708"	"Promoter"	22	39417118	39421676	4559	1	"140564"	"uc021wpq.1"	0	"ENSG00000243811"	"APOBEC3D"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3D"	0	0.7	1	0.25	0.166666666666667
"9565"	"chr22"	42095367	42095726	360	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	"consensus_12759"	"Promoter"	22	42095518	42142268	46751	1	"150365"	"uc003bay.3"	0	"ENSG00000167077"	"MEI1"	"meiotic double-stranded break formation protein 1"	0.166666666666667	0.8	0.666666666666667	0.5	0.666666666666667
"9709"	"chr3"	12045398	12045932	535	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	"consensus_12961"	"Promoter"	3	12045862	12227226	181365	1	"6854"	"uc003bwl.1"	0	"ENSG00000157152"	"SYN2"	"synapsin II"	0.166666666666667	0.7	0.333333333333333	0.5	0.333333333333333
"9714"	"chr3"	12837918	12838851	934	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	"consensus_12970"	"Promoter"	3	12838171	12876313	38143	1	"23066"	"uc003bxj.2"	0	"ENSG00000144712"	"CAND2"	"cullin associated and neddylation dissociated 2 (putative)"	0.166666666666667	0.8	0.333333333333333	0.75	0.833333333333333
"9764"	"chr3"	29322182	29322576	395	"*"	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_13044"	"Promoter"	3	29322803	30032809	710007	1	"27303"	"uc003cek.3"	-227	"ENSG00000144642"	"RBMS3"	"RNA binding motif single stranded interacting protein 3"	0.166666666666667	0.7	0.666666666666667	0.75	0.5
"9827"	"chr3"	42695376	42696220	845	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	"consensus_13124"	"Promoter"	3	42695176	42709072	13897	1	"92999"	"uc003clu.2"	200	"ENSG00000114853"	"ZBTB47"	"zinc finger and BTB domain containing 47"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"9862"	"chr3"	46607438	46608037	600	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	"consensus_13172"	"Promoter"	3	46556878	46608040	51163	2	"79442"	"uc010hji.3"	3	"ENSG00000163827"	"LRRC2"	"leucine rich repeat containing 2"	0.166666666666667	0.8	0.666666666666667	0.5	0.5
"10243"	"chr3"	134092958	134093634	677	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	"consensus_13678"	"Promoter"	3	134074190	134093406	19217	2	"51421"	"uc003eqg.1"	0	"ENSG00000114019"	"AMOTL2"	"angiomotin like 2"	0.166666666666667	0.7	0.666666666666667	0.5	0.666666666666667
"10282"	"chr3"	142607407	142608073	667	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	"consensus_13726"	"Promoter"	3	142536702	142608045	71344	2	"26577"	"uc003evd.3"	0	"ENSG00000163710"	"PCOLCE2"	"procollagen C-endopeptidase enhancer 2"	0.166666666666667	0.7	0.333333333333333	0.25	0.5
