"seqnames"	"start"	"end"	"width"	"strand"	"CLL1_0d_CD4"	"CLL1_3d_CD4"	"CLL2_0d_CD4"	"CLL2_3d_CD4"	"CLL2_8d_CD4"	"CLL2_30d_CD4"	"CLL2_120d_CD4"	"CLL4_0d_CD4"	"CLL4_2d_CD4"	"CLL4_3d_CD4"	"CLL5_0d_CD4"	"CLL5_1d_CD4"	"CLL5_2d_CD4"	"CLL5_3d_CD4"	"CLL5_8d_CD4"	"CLL5_30d_CD4"	"CLL5_150d_CD4"	"CLL5_240d_CD4"	"CLL6_30d_CD4"	"CLL6_120d_CD4"	"CLL6_280d_CD4"	"CLL7_0d_CD4"	"CLL7_1d_CD4"	"CLL7_3d_CD4"	"CLL7_8d_CD4"	"CLL7_30d_CD4"	"CLL7_150d_CD4"	"CLL8_0d_CD4"	"CLL8_3d_CD4"	"consensusIDs"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"	"0"	"3"	"8"	"30"	"120"
"6174"	"chr17"	53342972	53343380	409	"*"	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	"consensus_8141"	"Promoter"	17	53343171	53402426	59256	1	"3131"	"uc010dce.1"	0	"ENSG00000108924"	"HLF"	"HLF transcription factor, PAR bZIP family member"	0.166666666666667	0.5	0.333333333333333	0.75	0.5
"6229"	"chr17"	59488171	59488547	377	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_8211"	"Promoter"	17	59489112	59490641	1530	1	"388407"	"uc002izh.1"	-565	"ENSG00000187013"	"C17orf82"	"chromosome 17 open reading frame 82"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"6374"	"chr17"	74707003	74707322	320	"*"	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_8410"	"Promoter"	17	74671809	74707056	35248	2	"439921"	"uc002jsk.1"	0	"ENSG00000182534"	"MXRA7"	"matrix remodeling associated 7"	0.166666666666667	0.6	0.666666666666667	0.75	0.833333333333333
"6378"	"chr17"	75082569	75082882	314	"*"	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	1	"consensus_8416"	"Promoter"	17	75082798	75095278	12481	1	"654434"	"uc021udp.1"	0	"ENSG00000234912"	"SNHG20"	"small nucleolar RNA host gene 20"	0	0.5	0.333333333333333	0.75	0.666666666666667
"6413"	"chr17"	77038439	77038888	450	"*"	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	"consensus_8459"	"Promoter"	17	77039675	77045870	6196	1	"114897"	"uc002jwt.3"	-787	"ENSG00000173918"	"C1QTNF1"	"C1q and TNF related 1"	0.166666666666667	0.3	0.333333333333333	0.75	0.333333333333333
"6629"	"chr18"	52988972	52989320	349	"*"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	"consensus_8771"	"Promoter"	18	52889562	52989090	99529	2	"6925"	"uc002lfw.4"	0	"ENSG00000196628"	"TCF4"	"transcription factor 4"	0	0.1	0	0.75	0.333333333333333
"6663"	"chr18"	67623255	67623624	370	"*"	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	"consensus_8815"	"Promoter"	18	67530193	67624232	94040	2	"10666"	"uc002lkm.4"	608	"ENSG00000150637"	"CD226"	"CD226 molecule"	0.166666666666667	0.4	0.666666666666667	0.75	0.666666666666667
"6795"	"chr19"	3479087	3480169	1083	"*"	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	"consensus_9013"	"Promoter"	19	3474405	3480540	6136	2	"284422"	"uc010xhk.1"	371	"ENSG00000095932"	"SMIM24"	"small integral membrane protein 24"	0.166666666666667	0.3	0.666666666666667	0.75	0.666666666666667
"6866"	"chr19"	6773203	6773724	522	"*"	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	"consensus_9107"	"Promoter"	19	6772679	6857377	84699	1	"7409"	"uc010xjh.2"	524	"ENSG00000141968"	"VAV1"	"vav guanine nucleotide exchange factor 1"	0.166666666666667	0.6	0.666666666666667	0.75	0.5
"6871"	"chr19"	7570786	7571632	847	"*"	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	"consensus_9114"	"Promoter"	19	7570403	7571586	1184	1	"374877"	"uc010xjo.1"	383	"ENSG00000198723"	"TEX45"	"testis expressed 45"	0.166666666666667	0.7	0.666666666666667	0.75	0.666666666666667
"6983"	"chr19"	12266615	12267809	1195	"*"	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	"consensus_9258"	"Promoter"	19	12242168	12267546	25379	2	"100529855"	"uc002mtg.2"	0	NA	"ZNF625-ZNF20"	"ZNF625-ZNF20 readthrough (NMD candidate)"	0	0.7	0.666666666666667	0.75	0.5
"7042"	"chr19"	14606067	14606520	454	"*"	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	"consensus_9336"	"Promoter"	19	14588571	14606961	18391	2	"10755"	"uc002myt.4"	441	"ENSG00000123159"	"GIPC1"	"GIPC PDZ domain containing family member 1"	0.166666666666667	0.1	0.666666666666667	0.75	0.333333333333333
"7170"	"chr19"	21665622	21666203	582	"*"	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	"consensus_9510"	"Promoter"	19	21666176	21682696	16521	1	"400680"	"uc002nqa.3"	0	"ENSG00000268658"	"LINC00664"	"long intergenic non-protein coding RNA 664"	0.166666666666667	0.9	1	0.75	0.666666666666667
"7240"	"chr19"	36164043	36164791	749	"*"	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_9601"	"Promoter"	19	36158850	36164193	5344	2	"100862728"	"uc002oax.1"	0	"ENSG00000226510"	"UPK1A-AS1"	"UPK1A antisense RNA 1"	0.166666666666667	0.8	1	0.75	0.833333333333333
"7782"	"chr2"	946093	946896	804	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	"consensus_10295"	"Promoter"	2	946554	1157357	210804	1	"54221"	"uc002qwp.3"	0	"ENSG00000172554"	"SNTG2"	"syntrophin gamma 2"	0.166666666666667	0.8	0.333333333333333	0.75	0.333333333333333
"7907"	"chr2"	30144360	30144732	373	"*"	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_10462"	"Promoter"	2	29415640	30144477	728838	2	"238"	"uc002rmy.3"	0	"ENSG00000171094"	"ALK"	"ALK receptor tyrosine kinase"	0.166666666666667	0.5	0.666666666666667	0.75	0.833333333333333
"8071"	"chr2"	70994508	70995583	1076	"*"	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	"consensus_10678"	"Promoter"	2	70834750	70995375	160626	2	"119"	"uc010fds.2"	0	"ENSG00000075340"	"ADD2"	"adducin 2"	0.166666666666667	0.6	0.666666666666667	0.75	0.5
"8109"	"chr2"	74668720	74669465	746	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_10726"	"Promoter"	2	74652988	74669060	16073	2	"6242"	"uc002sle.3"	0	"ENSG00000114993"	"RTKN"	"rhotekin"	0.166666666666667	0.6	0.666666666666667	0.75	0.833333333333333
"8164"	"chr2"	88469532	88470082	551	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_10802"	"Promoter"	2	88469814	88486156	16343	1	"55258"	"uc002ssw.4"	0	"ENSG00000144115"	"THNSL2"	"threonine synthase like 2"	0.166666666666667	0.7	0.666666666666667	0.75	0.833333333333333
"8243"	"chr2"	109605347	109605903	557	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_10911"	"Promoter"	2	109510927	109605828	94902	2	"10913"	"uc002teq.4"	0	"ENSG00000135960"	"EDAR"	"ectodysplasin A receptor"	0.166666666666667	0.6	0.666666666666667	0.75	0.833333333333333
"8424"	"chr2"	175191121	175192232	1112	"*"	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_11169"	"Promoter"	2	175190755	175195370	4616	1	"285084"	"uc021vsm.1"	366	"ENSG00000231453"	"LINC01305"	"long intergenic non-protein coding RNA 1305"	0.166666666666667	0.3	0.666666666666667	0.75	0.833333333333333
"8585"	"chr2"	218621244	218621662	419	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	"consensus_11395"	"Promoter"	2	218148746	218621316	472571	2	"729582"	"uc002vgo.3"	0	NA	"DIRC3"	"disrupted in renal carcinoma 3"	0.166666666666667	0.8	0.666666666666667	0.75	0.5
"8778"	"chr20"	3761955	3762265	311	"*"	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	"consensus_11675"	"Promoter"	20	3758151	3762102	3952	2	"25876"	"uc002wjj.3"	0	"ENSG00000101222"	"SPEF1"	"sperm flagellar 1"	0	0.3	0	0.75	0.666666666666667
"8878"	"chr20"	31262121	31262544	424	"*"	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	"consensus_11805"	"Promoter"	20	31219427	31261743	42317	2	"284805"	"uc002wxz.3"	-378	"ENSG00000198547"	"C20orf203"	"chromosome 20 open reading frame 203"	0.166666666666667	0.6	1	0.75	0.666666666666667
"8942"	"chr20"	35974084	35975205	1122	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_11892"	"Promoter"	20	35974557	36033821	59265	1	"6714"	"uc002xgy.3"	0	"ENSG00000197122"	"SRC"	"SRC proto-oncogene, non-receptor tyrosine kinase"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"8961"	"chr20"	39969180	39969595	416	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_11914"	"Promoter"	20	39969560	39989222	19663	1	"64900"	"uc002xjx.3"	0	"ENSG00000132793"	"LPIN3"	"lipin 3"	0.166666666666667	1	0.666666666666667	0.75	0.833333333333333
"9102"	"chr20"	62130138	62130765	628	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_12120"	"Promoter"	20	62119365	62130668	11304	2	"1917"	"uc002yfe.2"	0	"ENSG00000101210"	"EEF1A2"	"eukaryotic translation elongation factor 1 alpha 2"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"9356"	"chr22"	22901530	22901890	361	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_12480"	"Promoter"	22	22890123	22901550	11428	2	"23532"	"uc002zwg.3"	0	"ENSG00000185686"	"PRAME"	"preferentially expressed antigen in melanoma"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"9380"	"chr22"	24988698	24989256	559	"*"	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	"consensus_12508"	"Promoter"	22	24981591	24989035	7445	2	"388886"	"uc003aaq.2"	0	"ENSG00000178026"	"LRRC75B"	"leucine rich repeat containing 75B"	0.166666666666667	0.4	0	0.75	0.333333333333333
"9492"	"chr22"	38070974	38071347	374	"*"	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	"consensus_12660"	"Promoter"	22	38071613	38075809	4197	1	"3956"	"uc003atn.3"	-266	"ENSG00000100097"	"LGALS1"	"galectin 1"	0.166666666666667	0.7	0.333333333333333	0.75	0.666666666666667
"9714"	"chr3"	12837918	12838851	934	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	"consensus_12970"	"Promoter"	3	12838171	12876313	38143	1	"23066"	"uc003bxj.2"	0	"ENSG00000144712"	"CAND2"	"cullin associated and neddylation dissociated 2 (putative)"	0.166666666666667	0.8	0.333333333333333	0.75	0.833333333333333
"9764"	"chr3"	29322182	29322576	395	"*"	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_13044"	"Promoter"	3	29322803	30032809	710007	1	"27303"	"uc003cek.3"	-227	"ENSG00000144642"	"RBMS3"	"RNA binding motif single stranded interacting protein 3"	0.166666666666667	0.7	0.666666666666667	0.75	0.5
"9832"	"chr3"	42977012	42977363	352	"*"	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	"consensus_13130"	"Promoter"	3	42977834	42984283	6450	1	"100506243"	"uc003cmm.4"	-471	"ENSG00000240747"	"KRBOX1"	"KRAB box domain containing 1"	0.166666666666667	0.2	0.666666666666667	0.75	0.166666666666667
"10004"	"chr3"	57199142	57199564	423	"*"	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	"consensus_13351"	"Promoter"	3	57124010	57199403	75394	2	"54756"	"uc003dil.3"	0	"ENSG00000144730"	"IL17RD"	"interleukin 17 receptor D"	0	0.4	0.666666666666667	0.75	0.333333333333333
"10323"	"chr3"	157823441	157823849	409	"*"	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	"consensus_13779"	"Promoter"	3	157813800	157823952	10153	2	"6474"	"uc003fbr.3"	103	"ENSG00000168779"	"SHOX2"	"short stature homeobox 2"	0	0.4	0.333333333333333	0.75	0.666666666666667
"10347"	"chr3"	169487073	169487448	376	"*"	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	"consensus_13813"	"Promoter"	3	169484711	169487683	2973	2	"84517"	"uc003ffs.2"	235	"ENSG00000184378"	"ACTRT3"	"actin related protein T3"	0	0.8	0.666666666666667	0.75	0.666666666666667
"10363"	"chr3"	171849886	171850395	510	"*"	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	"consensus_13833"	"Promoter"	3	171851261	172056104	204844	1	"64778"	"uc003fia.3"	-866	"ENSG00000075420"	"FNDC3B"	"fibronectin type III domain containing 3B"	0.166666666666667	0.4	0.333333333333333	0.75	0.5
"10494"	"chr4"	1107181	1107936	756	"*"	0	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	"consensus_14006"	"Promoter"	4	1065266	1107352	42087	2	"285498"	"uc003gci.3"	0	"ENSG00000178222"	"RNF212"	"ring finger protein 212"	0	0.8	0.333333333333333	0.75	0.833333333333333
"10538"	"chr4"	5709865	5710466	602	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_14070"	"Promoter"	4	5564146	5710294	146149	2	"132884"	"uc003gij.3"	0	"ENSG00000173040"	"EVC2"	"EvC ciliary complex subunit 2"	0.166666666666667	0.9	0.666666666666667	0.75	0.833333333333333
"10576"	"chr4"	15963426	15964094	669	"*"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	"consensus_14123"	"Promoter"	4	15961863	15964859	2997	2	"83888"	"uc003gon.3"	765	"ENSG00000137441"	"FGFBP2"	"fibroblast growth factor binding protein 2"	0.166666666666667	0.1	0.666666666666667	0.75	0.333333333333333
"10710"	"chr4"	75230417	75231343	927	"*"	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	"consensus_14295"	"Promoter"	4	75230860	75247703	16844	1	"2069"	"uc003hid.3"	0	"ENSG00000124882"	"EREG"	"epiregulin"	0	0.6	0.333333333333333	0.75	0.666666666666667
"10711"	"chr4"	75310966	75311213	248	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	"consensus_14296"	"Promoter"	4	75310853	75490485	179633	1	"374"	"uc021xpc.1"	113	"ENSG00000109321"	"AREG"	"amphiregulin"	0.166666666666667	0.8	0.666666666666667	0.75	0.333333333333333
"10790"	"chr4"	95679117	95679850	734	"*"	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	"consensus_14401"	"Promoter"	4	95679128	96079601	400474	1	"658"	"uc003htm.4"	0	"ENSG00000138696"	"BMPR1B"	"bone morphogenetic protein receptor type 1B"	0.166666666666667	0.7	0.333333333333333	0.75	0.5
"10823"	"chr4"	108745847	108746546	700	"*"	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	"consensus_14447"	"Promoter"	4	108745721	108836204	90484	1	"166929"	"uc003hyl.4"	126	"ENSG00000164023"	"SGMS2"	"sphingomyelin synthase 2"	0	0.4	0.666666666666667	0.75	0.166666666666667
"10986"	"chr4"	174293008	174293403	396	"*"	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	"consensus_14669"	"Promoter"	4	174292093	174298683	6591	1	"8819"	"uc003itd.3"	915	"ENSG00000164105"	"SAP30"	"Sin3A associated protein 30"	0.166666666666667	0.4	0.333333333333333	0.75	0.333333333333333
"11005"	"chr4"	185726674	185727062	389	"*"	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	"consensus_14692"	"Promoter"	4	185676749	185726942	50194	2	"2180"	"uc003iww.2"	0	"ENSG00000151726"	"ACSL1"	"acyl-CoA synthetase long chain family member 1"	0.166666666666667	0.3	0	0.75	0.333333333333333
"11105"	"chr5"	42423384	42424056	673	"*"	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	"consensus_14844"	"Promoter"	5	42423877	42721980	298104	1	"2690"	"uc003jmt.3"	0	"ENSG00000112964"	"GHR"	"growth hormone receptor"	0.166666666666667	0.4	1	0.75	0.333333333333333
"11269"	"chr5"	96478302	96478736	435	"*"	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	"consensus_15054"	"Promoter"	5	96427574	96478520	50947	2	"167410"	"uc003kmy.4"	0	"ENSG00000145721"	"LIX1"	"limb and CNS expressed 1"	0	0.5	0.666666666666667	0.75	0.666666666666667
"11350"	"chr5"	131310228	131311411	1184	"*"	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	"consensus_15160"	"Promoter"	5	131285667	131309728	24062	2	"23305"	"uc003kvw.2"	-500	"ENSG00000164398"	"ACSL6"	"acyl-CoA synthetase long chain family member 6"	0.166666666666667	0.8	1	0.75	0.333333333333333
"11384"	"chr5"	133862090	133862884	795	"*"	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	"consensus_15204"	"Promoter"	5	133861798	133918918	57121	1	"23338"	"uc003kzo.1"	292	"ENSG00000043143"	"JADE2"	"jade family PHD finger 2"	0.166666666666667	0.5	0.666666666666667	0.75	0.666666666666667
"11398"	"chr5"	137070819	137072028	1210	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	"consensus_15226"	"Promoter"	5	136953189	137071779	118591	2	"26249"	"uc010jek.3"	0	"ENSG00000146021"	"KLHL3"	"kelch like family member 3"	0.166666666666667	0.8	0.333333333333333	0.75	0.833333333333333
"11471"	"chr5"	145316038	145316552	515	"*"	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	"consensus_15327"	"Promoter"	5	145316126	145442879	126754	1	"153769"	"uc003lnt.3"	0	"ENSG00000156463"	"SH3RF2"	"SH3 domain containing ring finger 2"	0.166666666666667	0.6	0.333333333333333	0.75	0.666666666666667
"11526"	"chr5"	156771317	156771882	566	"*"	1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	"consensus_15405"	"Promoter"	5	156768607	156772729	4123	2	"408263"	"uc003lwu.2"	847	"ENSG00000172568"	"FNDC9"	"fibronectin type III domain containing 9"	0.166666666666667	0.5	1	0.75	0.666666666666667
"11527"	"chr5"	156886885	156887526	642	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_15406"	"Promoter"	5	156887027	156901730	14704	1	"348938"	"uc003lwx.4"	0	"ENSG00000172548"	"NIPAL4"	"NIPA like domain containing 4"	0.166666666666667	1	0.666666666666667	0.75	0.833333333333333
"11564"	"chr5"	170845666	170846118	453	"*"	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	"consensus_15456"	"Promoter"	5	170846667	170884630	37964	1	"8817"	"uc003mbk.3"	-549	"ENSG00000156427"	"FGF18"	"fibroblast growth factor 18"	0	0.6	0.333333333333333	0.75	0.666666666666667
"11575"	"chr5"	172359342	172359818	477	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_15471"	"Promoter"	5	172360665	172379688	19024	1	"57222"	"uc003mca.4"	-847	"ENSG00000113719"	"ERGIC1"	"endoplasmic reticulum-golgi intermediate compartment 1"	0.166666666666667	0.8	0.666666666666667	0.75	0.833333333333333
"11583"	"chr5"	174151393	174151791	399	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	"consensus_15481"	"Promoter"	5	174151575	174157902	6328	1	"4488"	"uc003mcy.3"	0	"ENSG00000120149"	"MSX2"	"msh homeobox 2"	0.166666666666667	0.6	0.666666666666667	0.75	0.5
"11586"	"chr5"	175084796	175085332	537	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	"consensus_15484"	"Promoter"	5	175085040	175113245	28206	1	"3274"	"uc003mdc.4"	0	"ENSG00000113749"	"HRH2"	"histamine receptor H2"	0.166666666666667	0.9	0.666666666666667	0.75	0.333333333333333
"11758"	"chr6"	24720284	24720795	512	"*"	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	"consensus_15715"	"Promoter"	6	24705090	24719403	14314	2	"81688"	"uc003nel.3"	-881	"ENSG00000112308"	"C6orf62"	"chromosome 6 open reading frame 62"	0.166666666666667	0.4	0.666666666666667	0.75	0.666666666666667
"11821"	"chr6"	27661464	27662354	891	"*"	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_15788"	"Promoter"	6	27661814	27678001	16188	1	"100507173"	"uc021yrb.1"	0	"ENSG00000281706"	"LINC01012"	"long intergenic non-protein coding RNA 1012"	0.166666666666667	0.7	0.666666666666667	1	0.833333333333333
"11897"	"chr6"	31461619	31461903	285	"*"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	"consensus_15879"	"Promoter"	6	31462658	31478901	16244	1	"4277"	"uc011dnm.2"	-755	"ENSG00000204516"	"MICB"	"MHC class I polypeptide-related sequence B"	0.166666666666667	0.3	0.666666666666667	0.75	0.166666666666667
"11904"	"chr6"	31543136	31543658	523	"*"	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_15889"	"Promoter"	6	31543344	31546112	2769	1	"7124"	"uc003nui.4"	0	"ENSG00000232810"	"TNF"	"tumor necrosis factor"	0.166666666666667	0.7	1	0.75	0.833333333333333
"12117"	"chr6"	49518186	49519524	1339	"*"	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	1	"consensus_16162"	"Promoter"	6	49518113	49519808	1696	1	"135398"	"uc011dwo.2"	73	"ENSG00000197261"	"C6orf141"	"chromosome 6 open reading frame 141"	0.166666666666667	0.5	0.666666666666667	0.75	0.666666666666667
"12185"	"chr6"	86159511	86160235	725	"*"	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	"consensus_16252"	"Promoter"	6	86159302	86205509	46208	1	"4907"	"uc010kbr.3"	209	"ENSG00000135318"	"NT5E"	"5'-nucleotidase ecto"	0.166666666666667	0.6	0.666666666666667	0.75	0.666666666666667
"12455"	"chr6"	166720639	166721329	691	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	"consensus_16624"	"Promoter"	6	166719168	166721871	2704	2	"285800"	"uc003quw.1"	542	"ENSG00000176381"	"PRR18"	"proline rich 18"	0.166666666666667	0.7	0.333333333333333	0.75	0.666666666666667
"12875"	"chr7"	99527028	99527586	559	"*"	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	"consensus_17237"	"Promoter"	7	99520892	99527243	6352	2	"349149"	"uc011kjd.2"	0	"ENSG00000176402"	"GJC3"	"gap junction protein gamma 3"	0.166666666666667	0.7	0.666666666666667	0.75	0.833333333333333
"12887"	"chr7"	99764015	99764304	290	"*"	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	"consensus_17249"	"Promoter"	7	99756865	99764906	8042	2	"79690"	"uc022aii.1"	602	"ENSG00000197093"	"GAL3ST4"	"galactose-3-O-sulfotransferase 4"	0.166666666666667	0.4	1	0.75	0.333333333333333
"12939"	"chr7"	103086283	103086867	585	"*"	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	"consensus_17320"	"Promoter"	7	102993177	103086624	93448	2	"375611"	"uc003vbt.2"	0	"ENSG00000170615"	"SLC26A5"	"solute carrier family 26 member 5"	0.166666666666667	0.8	0.333333333333333	0.75	0.666666666666667
